time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-01-01,-0.7,-6.2,,,,,0.4,,1032.2,
2020-01-02,1.0,-0.5,4.6,0.0,,,0.0,,1029.5,
2020-01-03,0.2,-3.1,,0.0,,,0.8,,1027.3,
2020-01-04,1.5,-2.5,6.4,,,,0.9,,1025.8,
2020-01-05,2.5,-2.9,6.3,,,,0.4,,1030.2,
2020-01-06,4.2,0.9,5.2,,,,2.8,,1026.6,
2020-01-07,6.2,4.4,8.1,17.8,,,2.4,,1011.9,
2020-01-08,1.6,0.1,9.1,41.9,,,2.0,,1011.9,
2020-01-09,-1.5,-1.9,2.1,0.0,,,1.0,,1024.0,
2020-01-10,0.2,-4.0,3.7,,,,1.3,,1024.0,
2020-01-11,0.6,,,,,,3.0,,1020.3,
2020-01-12,-1.1,,,,,,0.8,,1018.1,
2020-01-13,-2.2,-4.4,0.6,,,,1.5,,1022.8,
2020-01-14,-2.1,,,,,,0.8,,1025.7,
2020-01-15,-2.1,-6.1,1.7,,,,1.6,,1028.4,
2020-01-16,-1.1,-5.2,2.8,,,,2.4,,1027.3,
2020-01-17,-0.0,-4.5,4.3,,,,0.0,,1023.5,
2020-01-18,1.2,-3.8,5.3,,,,0.7,,1021.5,
2020-01-19,2.1,-2.3,5.6,,,,0.2,,1018.6,
2020-01-20,-0.0,-2.6,6.6,0.5,,,2.3,,1022.1,
2020-01-21,1.1,-5.3,5.0,0.0,,,0.4,,1029.6,
2020-01-22,3.6,0.2,7.1,,,,0.2,,1025.7,
2020-01-23,4.6,-2.5,9.4,,,,1.0,,1023.7,
2020-01-24,3.2,-1.0,7.3,,,,1.5,,1029.7,
2020-01-25,4.6,-1.8,9.1,,,,0.6,,1029.4,
2020-01-26,7.0,0.1,11.3,,,,4.0,,1027.2,
2020-01-27,6.0,5.5,8.1,,,,8.8,,1021.4,
2020-01-28,6.8,5.2,10.4,0.0,,,3.9,,1018.1,
2020-01-29,6.0,0.2,9.5,0.0,,,1.6,,1016.0,
2020-01-30,5.5,1.7,9.1,,,,3.5,,1014.6,
2020-01-31,3.5,0.6,7.4,,,,1.9,,1019.0,
2020-02-01,2.5,-2.8,7.6,,,,0.3,,1023.6,
2020-02-02,1.9,-1.8,5.5,,,,0.8,,1025.3,
2020-02-03,-1.2,-1.8,2.9,,,,4.1,,1026.6,
2020-02-04,-1.2,-7.2,4.3,9.9,,,2.4,,1026.5,
2020-02-05,-8.5,-10.0,-4.1,1.8,,,5.6,,1031.5,
2020-02-06,-4.6,-11.5,0.1,0.0,,,3.5,,1034.2,
2020-02-07,-0.3,-6.9,3.1,,,,4.3,,1029.8,
2020-02-08,-0.7,-1.9,4.1,,,,7.1,,1027.3,
2020-02-09,1.0,-5.3,4.1,,,,4.1,,1025.9,
2020-02-10,4.3,-0.4,,,,,3.9,,1023.5,
2020-02-11,8.7,-0.2,,,,,2.3,,1027.0,
2020-02-12,7.5,7.1,10.1,0.0,,,3.2,,1017.7,
2020-02-13,6.3,7.1,8.1,6.6,,,3.8,,1018.6,
2020-02-14,9.1,3.5,14.1,0.0,,,2.6,,1020.6,
2020-02-15,8.7,7.1,15.1,,,,3.4,,1018.4,
2020-02-16,-2.7,,,14.5,,,8.2,,1013.0,
2020-02-17,-6.2,-5.9,-1.9,2.0,,,6.4,,1017.5,
2020-02-18,-2.8,-8.0,2.1,0.0,,,5.5,,1026.9,
2020-02-19,2.4,-4.1,,,,,2.4,,1029.9,
2020-02-20,5.5,-0.3,11.1,,,,2.9,,1032.9,
2020-02-21,7.5,2.4,11.1,,,,3.3,,1030.1,
2020-02-22,2.7,2.1,7.1,7.4,,,9.9,,1023.9,
2020-02-23,3.6,-2.2,,0.0,,,5.4,,1029.0,
2020-02-24,8.4,1.1,12.1,,,,2.4,,1024.6,
2020-02-25,6.2,6.1,10.1,8.6,,,7.1,,1018.0,
2020-02-26,6.4,5.1,10.1,7.9,,,4.5,,1022.6,
2020-02-27,6.9,1.6,,0.0,,,3.6,,1027.5,
2020-02-28,4.9,4.2,7.1,,,,2.1,,1023.0,
2020-02-29,7.8,5.1,12.1,4.3,,,3.4,,1018.2,
2020-03-01,5.5,4.1,10.1,0.0,,,3.2,,1018.2,
2020-03-02,3.5,0.3,7.1,0.3,,,6.6,,1023.0,
2020-03-03,5.7,0.6,11.1,0.0,,,4.3,,1024.0,
2020-03-04,1.1,,,,,,8.5,,1021.9,
2020-03-05,1.9,-2.5,6.1,,,,5.8,,1025.2,
2020-03-06,4.8,-2.2,,,,,2.9,,1022.8,
2020-03-07,7.7,1.6,13.1,,,,3.2,,1018.0,
2020-03-08,10.1,2.6,16.1,,,,3.5,,1018.6,
2020-03-09,11.9,5.1,17.1,,,,3.3,,1014.5,
2020-03-10,5.0,,,4.8,,,5.5,,1007.8,
2020-03-11,4.1,0.3,,7.1,,,,,,
2020-03-12,8.2,0.5,,0.0,,,4.2,,1021.4,
2020-03-13,3.2,,,0.5,,,,,,
2020-03-14,5.1,-2.4,,0.0,,,,,,
2020-03-15,3.4,2.1,8.1,,,,7.5,,1011.2,
2020-03-16,5.1,-1.8,9.1,,,,5.4,,1021.8,
2020-03-17,6.7,3.4,12.1,,,,3.8,,1015.8,
2020-03-18,12.2,3.0,17.2,,,,2.2,,1013.5,
2020-03-19,7.6,6.9,13.1,,,,4.9,,1005.4,
2020-03-20,10.2,3.4,13.5,,,,2.2,,1013.6,
2020-03-21,12.9,6.4,18.9,,,,2.0,,1011.5,
2020-03-22,10.8,6.6,16.5,,,,4.0,,1013.8,
2020-03-23,11.0,2.7,17.1,,,,2.3,,1017.1,
2020-03-24,11.9,5.6,17.2,,,,2.0,,1019.9,
2020-03-25,13.3,6.4,19.0,,,,1.4,,1020.0,
2020-03-26,16.0,8.4,20.4,,,,2.6,,1015.6,
2020-03-27,10.4,8.2,16.2,3.8,,,3.3,,1012.7,
2020-03-28,7.1,5.4,12.1,0.0,,,6.4,,1021.1,
2020-03-29,9.9,1.6,15.5,,,,0.7,,1021.4,
2020-03-30,10.5,4.6,15.9,,,,1.7,,1020.4,
2020-03-31,13.4,5.0,18.1,,,,1.5,,1017.8,
2020-04-01,10.0,7.0,17.7,,,,5.0,,1014.3,
2020-04-02,10.0,3.7,15.3,,,,2.5,,1021.7,
2020-04-03,10.7,5.6,16.9,,,,1.5,,1021.1,
2020-04-04,8.0,6.6,13.1,,,,4.4,,1018.6,
2020-04-05,7.8,2.2,13.2,,,,4.1,,1022.2,
2020-04-06,10.4,3.2,15.7,,,,2.1,,1020.6,
2020-04-07,10.7,5.5,16.5,,,,2.7,,1015.8,
2020-04-08,9.5,4.0,14.4,,,,4.7,,1017.6,
2020-04-09,9.5,4.6,14.1,,,,2.9,,1021.6,
2020-04-10,11.2,6.1,15.1,,,,2.4,,1024.3,
2020-04-11,9.7,5.3,15.4,,,,2.0,,1020.0,
2020-04-12,10.2,4.7,15.3,,,,8.2,,1014.7,
2020-04-13,13.5,4.6,19.7,,,,6.7,,1014.0,
2020-04-14,13.1,4.8,19.2,,,,2.7,,1016.3,
2020-04-15,13.9,7.5,19.5,,,,2.5,,1014.8,
2020-04-16,17.4,9.2,23.1,,,,3.4,,1016.1,
2020-04-17,11.6,10.7,16.2,1.0,,,3.4,,1012.8,
2020-04-18,14.3,8.8,18.1,5.6,,,3.2,,1015.3,
2020-04-19,12.0,10.0,15.7,0.0,,,2.4,,1014.9,
2020-04-20,9.7,9.1,13.7,10.4,,,3.4,,1010.5,
2020-04-21,7.1,5.6,10.9,0.0,,,5.4,,1013.8,
2020-04-22,6.0,5.1,8.1,0.0,,,,,1015.9,
2020-04-23,8.5,3.2,13.1,,,,2.8,,1015.9,
2020-04-24,11.6,4.4,14.6,,,,4.9,,1013.5,
2020-04-25,12.8,10.8,17.2,,,,4.2,,1009.1,
2020-04-26,13.0,7.1,18.2,,,,3.2,,1016.5,
2020-04-27,13.0,7.8,17.7,,,,2.0,,1019.3,
2020-04-28,14.6,8.1,,,,,1.9,,1019.6,
2020-04-29,15.2,8.2,21.3,,,,2.1,,1019.0,
2020-04-30,19.0,9.6,23.4,,,,2.6,,1015.8,
2020-05-01,20.9,16.7,26.1,,,,1.6,,1012.8,
2020-05-02,20.5,18.4,24.4,,,,1.2,,1011.4,
2020-05-03,22.4,17.3,26.7,,,,2.3,,1005.7,
2020-05-04,19.2,15.5,24.8,,,,2.5,,1007.3,
2020-05-05,15.7,11.7,19.4,,,,0.9,,1011.2,
2020-05-06,20.9,11.4,27.2,,,,2.8,,1013.3,
2020-05-07,21.4,15.2,26.0,,,,11.1,,1017.1,
2020-05-08,19.1,15.6,26.8,,,,10.2,,1014.6,
2020-05-09,14.5,13.0,17.0,14.5,,,17.2,,1005.0,
2020-05-10,14.7,13.1,18.7,13.5,,,13.5,,1006.3,
2020-05-11,16.2,13.1,21.3,0.0,,,14.7,,1008.1,
2020-05-12,14.6,10.9,18.4,4.1,,,16.2,,1004.6,
2020-05-13,16.8,10.5,21.9,0.0,,,15.8,,1014.4,
2020-05-14,21.1,12.7,25.3,,,,9.1,,1016.4,
2020-05-15,15.4,15.3,20.0,3.3,,,14.7,,1008.7,
2020-05-16,17.0,15.3,21.0,10.9,,,8.2,,1006.3,
2020-05-17,20.1,14.9,24.0,0.3,,,8.5,,1005.3,
2020-05-18,18.0,14.9,25.8,0.0,,,11.6,,998.3,
2020-05-19,12.6,12.0,16.8,35.6,,,12.1,,998.9,
2020-05-20,15.1,9.5,19.8,13.2,,,8.9,,1011.1,
2020-05-21,18.7,11.2,22.4,0.0,,,9.2,,1014.3,
2020-05-22,19.2,15.1,22.4,,,,9.5,,1012.8,
2020-05-23,20.7,16.9,25.0,,,,9.2,,1010.8,
2020-05-24,16.3,15.8,21.1,14.5,,,14.9,,1009.1,
2020-05-25,16.6,14.3,21.4,0.0,,,9.2,,1012.0,
2020-05-26,16.4,13.0,21.8,,,,9.6,,1009.5,
2020-05-27,18.2,12.1,23.5,1.5,,,10.1,,1009.2,
2020-05-28,19.2,14.5,23.0,0.0,,,9.2,,1009.3,
2020-05-29,21.5,14.9,27.4,,,,8.3,,1014.5,
2020-05-30,23.1,16.8,29.4,,,,8.8,,1016.3,
2020-05-31,21.2,18.0,27.0,,,,9.5,,1012.1,
2020-06-01,19.6,17.0,24.7,1.5,,,14.4,,1009.7,
2020-06-02,18.9,15.1,21.3,0.0,,,10.0,,1007.2,
2020-06-03,22.9,17.9,28.3,2.0,,,9.9,,1003.8,
2020-06-04,22.1,19.4,26.4,0.3,,,12.2,,1003.8,
2020-06-05,23.5,18.7,28.3,0.0,,,9.2,,1007.0,
2020-06-06,24.9,19.5,30.8,,,,9.2,,1007.9,
2020-06-07,23.1,19.5,28.8,,,,9.4,,1011.1,
2020-06-08,25.5,20.1,31.5,,,,9.4,,1014.0,
2020-06-09,27.6,20.6,33.0,,,,8.6,,1013.9,
2020-06-10,25.8,22.8,32.3,,,,9.4,,1009.4,
2020-06-11,26.4,22.0,31.5,6.1,,,9.5,,1003.5,
2020-06-12,24.7,21.9,29.0,0.0,,,8.0,,1004.7,
2020-06-13,27.5,20.9,33.4,,,,8.1,,1004.0,
2020-06-14,23.4,22.0,28.8,1.0,,,13.7,,1003.7,
2020-06-15,23.7,18.5,28.9,0.0,,,13.4,,1006.2,
2020-06-16,24.9,20.3,30.8,,,,9.0,,1005.3,
2020-06-17,24.6,20.5,30.5,,,,8.8,,1005.0,
2020-06-18,24.0,20.6,27.0,,,,7.4,,1002.9,
2020-06-19,24.9,20.7,29.8,0.0,,,8.3,,1005.5,
2020-06-20,25.0,20.9,30.1,0.0,,,9.3,,1009.8,
2020-06-21,27.0,19.8,32.5,,,,8.3,,1008.0,
2020-06-22,29.4,22.0,35.5,,,,8.8,,1007.7,
2020-06-23,28.0,23.5,31.5,,,,8.0,,1008.2,
2020-06-24,21.4,20.5,26.5,0.3,,,12.1,,1003.2,
2020-06-25,21.5,20.9,23.4,48.3,,,9.4,,1001.1,
2020-06-26,22.4,19.5,25.5,4.3,,,14.6,,1005.7,
2020-06-27,24.6,20.7,29.3,0.0,,,9.9,,1005.7,
2020-06-28,25.4,21.2,30.3,,,,10.0,,1004.4,
2020-06-29,23.5,21.3,27.6,,,,10.2,,1002.7,
2020-06-30,20.3,18.8,23.4,75.9,,,16.2,,992.8,
2020-07-01,22.0,18.4,25.1,,,,9.2,,1003.8,
2020-07-02,24.7,20.7,28.9,,,,8.0,,1010.1,
2020-07-03,25.4,21.8,30.5,,,,8.9,,1010.5,
2020-07-04,24.4,20.8,29.4,1.8,,,8.9,,1007.0,
2020-07-05,24.5,20.2,27.7,0.0,,,8.9,,1004.6,
2020-07-06,25.9,22.1,30.0,,,,8.3,,1001.0,
2020-07-07,24.2,22.5,27.4,,,,10.5,,1003.6,
2020-07-08,26.0,21.6,30.5,,,,9.1,,1004.5,
2020-07-09,28.5,22.1,32.8,,,,7.9,,1003.8,
2020-07-10,24.2,23.1,28.0,2.0,,,12.0,,1002.0,
2020-07-11,26.1,22.5,30.0,0.3,,,10.0,,1006.4,
2020-07-12,22.7,21.4,25.9,0.0,,,10.7,,1009.2,
2020-07-13,18.6,18.0,22.0,19.3,,,19.1,,1002.7,
2020-07-14,21.1,17.5,23.8,42.7,,,12.5,,1003.1,
2020-07-15,24.0,19.2,28.8,0.0,,,8.9,,1005.2,
2020-07-16,25.6,20.7,29.8,,,,7.9,,1006.6,
2020-07-17,26.5,21.8,31.3,,,,8.1,,1008.1,
2020-07-18,26.6,23.1,30.4,,,,7.7,,1008.2,
2020-07-19,24.7,20.9,26.8,23.1,,,12.4,,1005.2,
2020-07-20,23.1,23.0,26.8,8.9,,,18.2,,1004.6,
2020-07-21,25.7,21.7,29.7,0.8,,,8.7,,1011.3,
2020-07-22,23.7,23.3,26.3,6.6,,,7.4,,1009.7,
2020-07-23,20.9,19.3,23.0,7.1,,,14.4,,1005.8,
2020-07-24,23.3,19.0,25.5,101.1,,,19.1,,998.5,
2020-07-25,24.5,21.1,28.4,2.5,,,12.0,,1002.4,
2020-07-26,26.2,21.9,28.8,0.0,,,10.0,,1006.6,
2020-07-27,24.4,23.1,25.5,0.5,,,8.2,,1008.0,
2020-07-28,24.7,23.0,26.8,1.5,,,8.8,,1009.8,
2020-07-29,24.2,23.0,26.2,8.4,,,9.0,,1011.5,
2020-07-30,25.5,23.5,28.6,42.4,,,8.8,,1013.1,
2020-07-31,26.7,23.1,29.8,0.0,,,9.0,,1013.6,
2020-08-01,25.5,24.5,26.8,3.3,,,10.7,,1010.6,
2020-08-02,25.4,24.0,26.6,41.4,,,12.8,,1007.9,
2020-08-03,25.5,24.4,26.4,83.8,,,17.7,,1007.7,
2020-08-04,27.4,25.3,29.5,47.8,,,15.3,,1010.3,
2020-08-05,26.4,25.3,28.8,4.1,,,9.3,,1011.2,
2020-08-06,24.0,23.5,26.6,91.7,,,16.8,,1004.9,
2020-08-07,24.6,22.9,26.0,0.5,,,9.0,,1006.6,
2020-08-08,24.9,23.0,26.3,0.0,,,9.4,,1002.6,
2020-08-09,25.5,24.0,25.8,31.0,,,13.8,,1002.0,
2020-08-10,26.3,24.6,29.3,41.7,,,10.7,,1003.2,
2020-08-11,25.0,22.7,27.8,137.9,,,11.9,,1007.8,
2020-08-12,28.2,23.8,31.3,0.3,,,8.3,,1012.4,
2020-08-13,28.4,26.6,30.0,0.0,,,12.0,,1009.3,
2020-08-14,27.1,26.1,28.3,0.5,,,16.8,,1005.4,
2020-08-15,26.3,25.3,28.0,44.2,,,12.1,,1008.0,
2020-08-16,27.9,25.6,30.9,24.9,,,13.7,,1010.1,
2020-08-17,28.1,26.1,31.9,0.0,,,10.4,,1013.0,
2020-08-18,27.6,24.4,32.2,,,,8.3,,1012.9,
2020-08-19,27.7,23.9,31.6,,,,8.6,,1011.2,
2020-08-20,28.0,25.3,31.8,,,,7.9,,1011.8,
2020-08-21,26.7,25.2,29.6,,,,7.1,,1013.4,
2020-08-22,23.8,22.9,28.1,2.5,,,8.3,,1012.4,
2020-08-23,26.2,21.8,29.8,42.7,,,9.2,,1008.6,
2020-08-24,28.8,24.0,31.8,0.0,,,9.1,,1005.1,
2020-08-25,30.3,26.3,34.8,,,,9.0,,1004.4,
2020-08-26,30.4,27.2,33.8,,,,14.4,,1002.7,
2020-08-27,27.2,25.9,29.3,6.6,,,18.1,,999.8,
2020-08-28,27.5,26.3,29.9,10.4,,,8.1,,1006.4,
2020-08-29,26.9,25.8,30.4,5.8,,,6.9,,1008.6,
2020-08-30,26.8,25.0,30.5,53.3,,,8.0,,1010.7,
2020-08-31,26.9,24.1,29.5,2.8,,,11.3,,1012.1,
2020-09-01,27.0,24.1,29.8,0.0,,,8.3,,1009.2,
2020-09-02,23.6,22.8,26.5,0.5,,,11.2,,1004.0,
2020-09-03,22.8,20.3,25.8,62.2,,,21.5,,995.5,
2020-09-04,23.3,20.4,27.3,0.3,,,14.0,,1011.5,
2020-09-05,23.9,19.5,27.3,0.0,,,8.7,,1013.4,
2020-09-06,21.4,20.4,24.8,,,,12.1,,1009.8,
2020-09-07,20.2,17.8,20.8,28.4,,,18.0,,993.1,
2020-09-08,23.8,20.9,26.8,38.9,,,20.1,,1007.5,
2020-09-09,20.9,19.5,25.3,0.3,,,10.0,,1009.9,
2020-09-10,23.3,19.1,26.9,5.1,,,8.3,,1008.6,
2020-09-11,22.2,20.0,27.0,0.0,,,11.6,,1013.7,
2020-09-12,20.4,18.4,23.3,6.1,,,12.1,,1015.4,
2020-09-13,22.0,17.0,26.5,0.8,,,8.7,,1015.7,
2020-09-14,21.9,17.9,25.4,0.0,,,7.9,,1014.2,
2020-09-15,23.9,19.2,27.5,,,,7.0,,1012.8,
2020-09-16,22.5,20.7,24.5,,,,8.6,,1009.3,
2020-09-17,21.1,20.3,23.5,0.3,,,9.1,,1009.9,
2020-09-18,21.6,18.4,25.8,0.0,,,11.4,,1012.3,
2020-09-19,20.9,17.6,26.0,0.3,,,9.8,,1015.0,
2020-09-20,19.6,15.9,24.8,0.0,,,8.4,,1016.8,
2020-09-21,19.7,13.9,25.0,,,,7.9,,1018.2,
2020-09-22,20.5,15.8,25.8,,,,10.2,,1018.6,
2020-09-23,19.9,15.5,23.5,,,,13.6,,1017.8,
2020-09-24,20.8,16.8,25.0,,,,13.5,,1015.4,
2020-09-25,20.1,16.7,25.3,,,,10.6,,1013.2,
2020-09-26,19.6,15.1,25.4,,,,10.5,,1016.1,
2020-09-27,20.9,15.2,25.9,,,,9.6,,1018.7,
2020-09-28,21.0,15.7,26.5,,,,8.8,,1017.0,
2020-09-29,20.1,15.6,24.1,,,,8.0,,1012.1,
2020-09-30,19.6,16.8,24.8,,,,7.0,,1010.2,
2020-10-01,19.3,15.9,23.8,38.4,,,8.5,,1012.8,
2020-10-02,20.2,16.6,23.0,0.0,,,9.6,,1014.3,
2020-10-03,19.9,17.8,23.0,,,,8.1,,1014.8,
2020-10-04,14.7,12.7,21.4,,,,12.6,,1012.5,
2020-10-05,13.9,8.8,18.3,,,,12.2,,1017.7,
2020-10-06,14.7,9.6,19.5,,,,9.2,,1022.1,
2020-10-07,16.7,10.2,22.0,,,,9.1,,1025.7,
2020-10-08,17.4,12.4,23.6,,,,12.9,,1027.0,
2020-10-09,17.7,12.7,23.3,,,,13.3,,1023.8,
2020-10-10,17.4,12.6,22.6,,,,9.8,,1020.1,
2020-10-11,17.3,13.0,22.1,,,,9.1,,1016.4,
2020-10-12,15.4,13.6,21.3,,,,9.8,,1015.0,
2020-10-13,14.4,8.9,19.0,,,,8.9,,1020.4,
2020-10-14,12.0,9.3,17.5,,,,10.3,,1024.8,
2020-10-15,12.5,6.8,18.0,,,,8.1,,1026.0,
2020-10-16,12.4,8.9,16.7,,,,7.3,,1023.8,
2020-10-17,13.0,9.3,18.6,,,,7.7,,1023.1,
2020-10-18,14.6,7.5,19.8,,,,8.5,,1024.0,
2020-10-19,15.5,10.1,21.4,,,,8.1,,1024.6,
2020-10-20,15.8,10.2,21.9,,,,7.7,,1026.0,
2020-10-21,14.6,12.1,18.1,,,,8.7,,1019.3,
2020-10-22,12.3,9.3,17.9,,,,12.5,,1013.9,
2020-10-23,8.3,5.8,13.3,,,,14.2,,1015.3,
2020-10-24,9.5,3.5,14.0,,,,12.3,,1019.2,
2020-10-25,12.6,5.7,18.3,,,,9.1,,1020.2,
2020-10-26,13.5,8.3,18.7,,,,7.7,,1020.0,
2020-10-27,15.4,9.3,19.3,,,,7.8,,1021.0,
2020-10-28,12.3,9.8,18.1,,,,10.9,,1022.8,
2020-10-29,11.3,5.8,15.8,,,,8.4,,1024.3,
2020-10-30,12.6,6.1,19.4,,,,8.3,,1025.2,
2020-10-31,15.3,8.8,18.0,,,,10.5,,1024.6,
2020-11-01,12.4,11.2,15.5,1.8,,,10.1,,1019.7,
2020-11-02,10.1,8.3,15.5,11.9,,,10.3,,1020.7,
2020-11-03,4.4,2.0,8.9,2.3,,,16.7,,1022.2,
2020-11-04,6.1,0.5,10.4,0.0,,,10.2,,1025.8,
2020-11-05,11.6,3.7,15.8,,,,8.6,,1027.1,
2020-11-06,14.8,10.2,17.3,,,,8.9,,1021.9,
2020-11-07,13.9,12.3,18.0,0.0,,,12.2,,1017.7,
2020-11-08,6.6,3.8,12.5,0.0,,,14.3,,1022.5,
2020-11-09,6.5,1.0,9.2,,,,9.3,,1026.0,
2020-11-10,8.1,3.8,13.0,,,,8.8,,1028.2,
2020-11-11,9.9,3.8,16.5,,,,7.9,,1031.6,
2020-11-12,11.6,4.9,17.8,,,,7.6,,1030.6,
2020-11-13,12.2,8.9,17.5,,,,7.8,,1028.6,
2020-11-14,13.0,7.1,19.5,,,,8.7,,1029.4,
2020-11-15,11.2,8.5,16.4,,,,8.1,,1027.7,
2020-11-16,13.8,7.8,18.5,,,,8.0,,1026.6,
2020-11-17,16.9,12.0,19.5,,,,10.8,,1023.9,
2020-11-18,17.9,15.1,19.3,6.4,,,12.1,,1016.6,
2020-11-19,10.3,7.3,19.4,89.9,,,19.7,,1008.0,
2020-11-20,1.9,1.0,7.3,2.8,,,15.1,,1019.0,
2020-11-21,8.6,-0.0,12.5,0.0,,,9.3,,1024.1,
2020-11-22,4.1,1.8,9.4,5.1,,,11.9,,1022.6,
2020-11-23,2.2,-1.2,6.0,0.0,,,11.2,,1028.5,
2020-11-24,3.2,0.5,7.9,,,,8.2,,1028.7,
2020-11-25,5.5,0.3,9.5,,,,7.6,,1027.8,
2020-11-26,6.2,2.2,11.0,,,,7.3,,1027.1,
2020-11-27,3.1,-0.2,7.5,,,,12.6,,1026.2,
2020-11-28,-0.3,-2.7,2.9,,,,11.5,,1029.6,
2020-11-29,-0.4,-3.3,2.8,,,,9.8,,1029.9,
2020-11-30,0.2,-3.3,4.5,,,,8.5,,1034.9,
2020-12-01,2.4,-3.3,6.5,,,,8.3,,1035.9,
2020-12-02,2.4,-0.2,6.0,,,,8.8,,1031.4,
2020-12-03,0.1,-2.2,4.3,,,,11.5,,1030.1,
2020-12-04,0.4,-4.3,4.3,,,,8.4,,1030.5,
2020-12-05,3.2,-1.9,6.5,,,,7.8,,1030.0,
2020-12-06,5.4,1.5,8.4,,,,8.0,,1028.5,
2020-12-07,1.8,-0.9,6.3,,,,10.4,,1028.1,
2020-12-08,-0.4,-3.9,3.8,,,,8.6,,1029.6,
2020-12-09,3.6,-3.8,6.0,,,,7.4,,1027.1,
2020-12-10,6.0,2.4,9.5,,,,7.9,,1022.6,
2020-12-11,5.2,3.0,9.4,,,,8.2,,1020.2,
2020-12-12,2.7,-0.0,6.4,,,,9.5,,1019.7,
2020-12-13,-3.1,-6.1,2.0,1.8,,,10.6,,1018.5,
2020-12-14,-7.9,-9.4,-4.9,1.0,,,15.5,,1029.1,
2020-12-15,-8.1,-11.1,-4.9,0.0,,,11.7,,1031.9,
2020-12-16,-7.9,-10.9,-4.1,,,,11.2,,1031.8,
2020-12-17,-2.4,-10.8,0.5,,,,7.4,,1031.2,
2020-12-18,-3.4,-6.1,1.5,0.3,,,11.2,,1028.7,
2020-12-19,-4.5,-9.3,-1.6,0.0,,,10.1,,1033.7,
2020-12-20,-2.9,-7.9,0.5,,,,8.0,,1032.8,
2020-12-21,0.1,-5.7,5.0,,,,7.5,,1029.7,
2020-12-22,2.7,-2.2,7.0,,,,7.8,,1026.5,
2020-12-23,6.0,-0.1,8.8,,,,9.3,,1022.9,
2020-12-24,0.9,-2.1,6.3,,,,13.8,,1018.7,
2020-12-25,-0.1,-4.4,3.5,,,,9.7,,1023.6,
2020-12-26,3.5,-1.8,7.8,,,,8.0,,1024.6,
2020-12-27,6.9,1.7,10.3,,,,9.2,,1021.7,
2020-12-28,6.1,4.3,11.3,1.3,,,6.9,,1023.4,
2020-12-29,-2.6,-5.5,4.5,0.0,,,10.8,,1022.4,
2020-12-30,-11.3,-12.7,-5.9,0.3,,,18.4,,1023.1,
2020-12-31,-7.8,-12.6,-4.9,0.0,,,12.2,,1026.8,
2021-01-01,-3.0,-9.5,1.5,,,,8.4,,1026.3,
2021-01-02,-5.3,-7.3,-1.9,,,,10.4,,1029.1,
2021-01-03,-5.0,-8.8,-2.1,0.0,,,9.1,,1034.1,
2021-01-04,-2.1,-8.1,0.3,0.4,,,7.9,,1032.0,
2021-01-05,-7.1,-9.2,-1.5,0.0,,,12.9,,1030.4,
2021-01-06,-7.8,-11.4,-1.9,39.9,,,9.6,,1025.4,
2021-01-07,-14.9,-16.3,-7.9,2.3,,,20.4,,1025.9,
2021-01-08,-14.1,-18.3,-10.9,0.0,,,13.6,,1025.7,
2021-01-09,-11.1,-16.3,-7.9,0.0,,,10.2,,1025.1,
2021-01-10,-6.5,-12.5,-2.9,0.1,,,7.0,,1027.8,
2021-01-11,-6.3,-9.3,-3.6,0.0,,,7.9,,1027.2,
2021-01-12,-2.1,-9.0,-0.4,1.1,,,7.9,,1018.5,
2021-01-13,2.5,-2.7,8.5,2.5,,,9.6,,1014.9,
2021-01-14,3.3,-3.3,7.0,0.0,,,9.5,,1021.8,
2021-01-15,2.8,0.4,9.5,0.4,,,12.4,,1016.3,
2021-01-16,-6.0,-8.0,-0.4,0.3,,,14.7,,1025.2,
2021-01-17,-3.6,-10.5,-1.2,0.0,,,10.0,,1028.1,
2021-01-18,-5.3,-8.1,-0.1,0.1,,,12.7,,1021.5,
2021-01-19,-4.7,-11.3,-0.2,0.3,,,8.0,,1032.2,
2021-01-20,2.5,-6.3,6.5,0.0,,,9.6,,1030.5,
2021-01-21,5.3,2.8,7.3,11.2,,,9.4,,1023.8,
2021-01-22,5.9,5.1,8.9,9.4,,,8.1,,1019.5,
2021-01-23,7.6,5.3,12.3,0.0,,,17.3,,1019.9,
2021-01-24,7.5,2.7,14.0,0.0,,,10.3,,1025.4,
2021-01-25,8.9,3.3,13.5,0.0,,,9.5,,1026.2,
2021-01-26,4.0,2.5,7.8,0.5,,,8.8,,1020.1,
2021-01-27,2.1,-1.5,6.3,1.8,,,8.9,,1023.8,
2021-01-28,-5.1,-8.1,1.1,0.0,,,18.0,,1016.9,
2021-01-29,-7.1,-11.3,-5.0,2.0,,,16.9,,1026.5,
2021-01-30,-0.5,-7.8,4.8,0.3,,,10.0,,1025.5,
2021-01-31,5.7,-3.5,8.8,0.3,,,9.3,,1026.8,
2021-02-01,2.5,-0.0,8.9,0.8,,,11.7,,1016.8,
2021-02-02,-6.0,-7.4,-1.9,0.0,,,17.4,,1025.9,
2021-02-03,-1.8,-9.1,0.5,3.7,,,9.1,,1026.3,
2021-02-04,-3.0,-7.1,0.3,3.6,,,11.3,,1026.7,
2021-02-05,3.8,-4.1,6.4,0.0,,,9.1,,1021.8,
2021-02-06,7.2,4.6,10.3,0.0,,,9.8,,1015.2,
